User Type,Previous Page Path,Landing Page,Pageviews,Time on Page
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,38
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,0
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,16
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,62
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,3,44
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,0
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,317
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,0
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,0
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,0
NV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,50
RV,/blog/benefits-of-yoga-in-schools/,/blog/benefits-of-yoga-in-schools/,1,13
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,2,0
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,35
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,3,38
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,7,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,55,0
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,3,0
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,18,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,4,1361
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,14,4376
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,2,19
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,6,850
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,8
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,6,2355
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,12,3508
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,22
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,4,1726
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,7,3170
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,8
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,35
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,21
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,2
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,218
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,240
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,20
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,276
NV,/blog/benefits-sports-students/,/blog/,1,40
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,6
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,166
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,43
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,23
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,4
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,8
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
RV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,0
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,50
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,156
NV,/blog/benefits-sports-students/,/blog/benefits-sports-students/,1,3
RV,/blog/benefits-sports-students/?fbclid=IwAR1Cd0fqgEVLw4OkObnXa6jxFTY8lhtW0x9U7EaN88AtxYdMRWB2t8pS8u0,/blog/benefits-sports-students/?fbclid=IwAR1Cd0fqgEVLw4OkObnXa6jxFTY8lhtW0x9U7EaN88AtxYdMRWB2t8pS8u0,1,0
NV,/blog/best-books-school-students/,/blog/best-books-school-students/,1,0
NV,/blog/best-books-school-students/,/blog/best-books-school-students/,1,65
RV,/blog/best-books-school-students/,/blog/best-books-school-students/,1,43
NV,/blog/best-courses-after-12th/,/blog/best-courses-after-12th/,1,0
RV,/blog/best-courses-after-12th/,/blog/best-courses-after-12th/,2,0
NV,/blog/best-teachers-in-the-world/,/blog/best-teachers-in-the-world/,3,0
NV,/blog/best-teachers-in-the-world/,/blog/best-teachers-in-the-world/,1,0
NV,/blog/best-teachers-in-the-world/,/blog/best-teachers-in-the-world/,1,21
NV,/blog/best-teachers-in-the-world/,/blog/best-teachers-in-the-world/,1,168
NV,/blog/best-teachers-in-the-world/,/blog/benefits-of-yoga-in-schools/,1,7
NV,/blog/best-teachers-in-the-world/,/blog/best-teachers-in-the-world/,1,357
RV,/blog/best-teachers-in-the-world/,/parel/ibdp-programme/note-from-management/,1,0
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,2,0
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,1,3
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,15,0
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,87,0
RV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,2,0
RV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,17,0
RV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,2,0
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,14,999
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,36,7805
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,2,224
RV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,18,3828
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,3,1301
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,21,4931
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,4,1912
RV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,3,2351
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,1,0
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,2,65
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,1,8
RV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,1,10
NV,/blog/characteristics-of-an-entrepreneur/,/blog/characteristics-of-an-entrepreneur/,1,5
RV,/blog/choose-a-good-school-for-your-child/,/contact-us/,1,12
NV,/blog/choose-a-good-school-for-your-child/,/blog/choose-a-good-school-for-your-child/,1,22
NV,/blog/choose-a-good-school-for-your-child/,/blog/choose-a-good-school-for-your-child/,1,11
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,22
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,0
RV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,0
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,49
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,2,14
RV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,29
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,0
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,0
RV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,190
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,4,0
RV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,2,0
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,8
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,145
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,10
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,4,299
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,49
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,2,395
RV,/blog/columbia-business-school-summer-programme-jbcn/,/columbia-business-school/,1,27
RV,/blog/columbia-business-school-summer-programme-jbcn/,/columbia-business-school/,1,197
RV,/blog/columbia-business-school-summer-programme-jbcn/,/columbia-business-school/cbs-enquiry/,1,0
NV,/blog/columbia-business-school-summer-programme-jbcn/,/columbia-business-school/,1,0
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,9
RV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,135
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,0
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,5
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,11
NV,/blog/columbia-business-school-summer-programme-jbcn/,/blog/columbia-business-school-summer-programme-jbcn/,1,19
RV,/blog/comm…,/blog/comm…,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,7,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,13
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,18
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,5,125
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,10
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,4
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,167
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,15
NV,/blog/common-teenage-problems-solutions/,/blog/benefits-of-yoga-in-schools/,1,26
NV,/blog/common-teenage-problems-solutions/,/blog/benefits-sports-students/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,1368
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,244
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,9,935
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,13,52
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,95,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,859,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,15,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,19,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,117,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,54,11063
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,252,32205
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,6,777
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,3
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,60,17917
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,296
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,18,4277
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,92,19094
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,12,3776
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,18,3013
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,56,8626
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,8,2457
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,22,6191
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,5,829
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,6,275
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,12
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,235
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,180
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,4
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,15
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,7,1133
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,1021
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,40
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,1297
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,3
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,33
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
RV,/blog/common-teenage-problems-solutions/,/parel/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,148
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,1307
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,7,701
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,146
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,5
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,28
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,345
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,10,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,6
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,159
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,41
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,181
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,224
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,12
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,10,927
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,2
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,35
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,1705
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,54
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,54
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,195
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,9,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,152
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,13
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,635
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,13
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,6,141
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,88
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,7
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,629
RV,/blog/common-teenage-problems-solutions/,/,1,6
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,11
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,7
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,28
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,280
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/benefits-of-yoga-in-schools/,1,182
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,122
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,182
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,21
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,68
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,960
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,8
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,6,494
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,7
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,249
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,32
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,7,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,4,2521
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,41,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,5,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,0
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,4,584
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,392
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,75
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,9,2032
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,186
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,53
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,65
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,114
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,4,91
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,11
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,166
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,545
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,6,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,64
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,1386
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,83
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,18
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,5,96
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,0
NV,/blog/common-teenage-problems-solutions/,/blog/benefits-sports-students/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,20
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,5,131
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,198
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,1511
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,802
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,3,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,18
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,3
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,40
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,7
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,12
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,61
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,10
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,4,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,2,39
RV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/common-teenage-problems-solutions/?fbclid=IwAR2ug0lt93fNL_F3cUHIe74FkXIpIqJCxprJAHelpS_Y9MViSlOKnSb0QKQ,/blog/common-teenage-problems-solutions/?fbclid=IwAR2ug0lt93fNL_F3cUHIe74FkXIpIqJCxprJAHelpS_Y9MViSlOKnSb0QKQ,1,0
NV,/blog/deal-with-peer-pressure/,/blog/deal-with-peer-pressure/,2,0
NV,/blog/deal-with-peer-pressure/,/blog/deal-with-peer-pressure/,2,0
RV,/blog/deal-with-peer-pressure/,/blog/deal-with-peer-pressure/,1,0
RV,/blog/deal-with-peer-pressure/,/blog/deal-with-peer-pressure/,1,0
NV,/blog/differences-between-private-and-public-school/,/blog/differences-between-private-and-public-school/,4,0
NV,/blog/emotional-pain-in-children/,/,1,6
RV,/blog/emotional-pain-in-children/,/parel/careers/,1,14
NV,/blog/emotional-pain-in-children/,/blog/benefits-sports-students/,1,0
NV,/blog/emotional-pain-in-children/,/blog/common-teenage-problems-solutions/,1,0
NV,/blog/emotional-pain-in-children/,/blog/common-teenage-problems-solutions/,1,15
RV,/blog/emotional-pain-in-children/,/blog/emotional-pain-in-children/,1,0
NV,/blog/emotional-pain-in-children/,/blog/importance-of-teachers-in-students-life/,1,0
NV,/blog/emotional-pain-in-children/,/blog/common-teenage-problems-solutions/,2,21
RV,/blog/emotional-pain-in-children/,/blog/common-teenage-problems-solutions/,1,83
NV,/blog/emotional-pain-in-children/,/parel/admissions/,1,1185
NV,/blog/emotional-pain-in-children/,/parel/,1,0
RV,/blog/emotional-pain-in-children/,/borivali/,1,47
NV,/blog/engaged-learning-strategies/,/,1,17
NV,/blog/engaged-learning-strategies/,/parel/,1,0
NV,/blog/growth-mindset-for-kids/,/oshiwara/,1,2
RV,/blog/healthy-habits-for-students/,/,1,0
NV,/blog/healthy-habits-for-students/,/,1,0
RV,/blog/healthy-habits-for-students/,/,1,42
RV,/blog/how-to-become-a-kindergarten-teacher/,/blog/how-to-become-a-kindergarten-teacher/,1,0
NV,/blog/how-to-become-a-kindergarten-teacher/,/blog/how-to-become-a-kindergarten-teacher/,2,1121
RV,/blog/how-to-become-a-kindergarten-teacher/,/borivali/careers/,1,11
RV,/blog/how-to-become-a-kindergarten-teacher/,/borivali/careers/,1,0
NV,/blog/how-to-become-a-kindergarten-teacher/,/career/,1,0
NV,/blog/how-to-become-a-kindergarten-teacher/a-kindergarten-teacher/,/blog/how-to-become-a-kindergarten-teacher/a-kindergarten-teacher/,1,0
NV,/blog/how-to-become-a-successful-young-entrepreneur/,/,1,0
NV,/blog/how-to-become-a-successful-young-entrepreneur/,/,1,51
NV,/blog/how-to-become-a-successful-young-entrepreneur/,/columbia-business-school/cbs-enquiry/?fbclid=IwAR29Tctz934h3NRAHnRN853ItA01Ih1giVB9mWo7Xh-knRebPVqB2lXGE2I,1,2
RV,/blog/how-to-become-a-successful-young-entrepreneur/,/,1,6
